新出房源，业主诚售，单价低，楼层好，视野开阔,信和花园 , 4室2厅 , 156.48平米 ,81人关注 , 共46次带看 , 30天以前发布,980,单价62628元/平米,https://sh.lianjia.com/ershoufang/107100334644.html,浦东,1 
近2号线北新泾站 高楼层 采光充足 诚意出售  看房方便,金菊小区 , 2室0厅 , 49.31平米 ,35人关注 , 共1次带看 , 一年前发布,295,单价59826元/平米,https://sh.lianjia.com/ershoufang/107002033505.html,长宁,4
南北两房，底层出入方便，赠天井已搭，无.税,友谊小区 , 2室0厅 , 46.47平米 ,41人关注 , 共1次带看 , 一年前发布,310,单价66710元/平米,https://sh.lianjia.com/ershoufang/107002045085.html,长宁,4
17号线徐盈路站国际化社区联排别墅采光好，交通方便,绿中海明苑(别墅) , 4室2厅 , 254.08平米 ,37人关注 , 共0次带看 , 一年前发布,1200,单价47230元/平米,https://sh.lianjia.com/ershoufang/107001522039.html,青浦,3
此房满五年唯一、免征个人所得税小区采用山林式的设计,上海捷克住宅小区(公寓) , 2室2厅 , 89.25平米 ,3人关注 , 共0次带看 , 9个月以前发布,400,单价44818元/平米,https://sh.lianjia.com/ershoufang/107001781603.html,青浦,3
蓬莱山庄精装带阁楼，使用面积大，具划算，看房找我呀,蓬莱山庄 , 3室2厅 , 126.09平米 ,1人关注 , 共0次带看 , 8个月以前发布,400,单价31724元/平米,https://sh.lianjia.com/ershoufang/107001817989.html,青浦,3
桂花园成熟社区，小区配套一应俱全，生活便利度很高,桂花园(青浦) , 3室2厅 , 142.49平米 ,22人关注 , 共0次带看 , 一年前发布,380,单价26669元/平米,https://sh.lianjia.com/ershoufang/107001821689.html,青浦,3
城区三房，满五唯一 家具家电齐全 房东诚心出售,保安新村 , 3室2厅 , 93.67平米 ,9人关注 , 共0次带看 , 5个月以前发布,262,单价27971元/平米,https://sh.lianjia.com/ershoufang/107001852453.html,青浦,3
城北新村小两房出售 中等装修 视野开阔 通风性好,城北新村 , 2室1厅 , 57.16平米 ,21人关注 , 共0次带看 , 一年前发布,178,单价31141元/平米,https://sh.lianjia.com/ershoufang/107001903227.html,青浦,4
满五唯一，单价低总价低，中区采光好视野好，面积大,徐汇苑 , 2室2厅 , 125.67平米 ,24人关注 , 共1次带看 , 5个月以前发布,960,单价76391元/平米,https://sh.lianjia.com/ershoufang/107001292181.html,徐汇,3
《满五唯一》《看房方便》《配套齐全》,紫薇园 , 3室1厅 , 109.72平米 ,108人关注 , 共4次带看 , 一年前发布,768,单价69997元/平米,https://sh.lianjia.com/ershoufang/107001516977.html,徐汇,3
华泾五村双南全明户型  3楼楼层优秀,华泾五村 , 2室1厅 , 76.9平米 ,67人关注 , 共1次带看 , 9个月以前发布,346,单价44994元/平米,https://sh.lianjia.com/ershoufang/107001550837.html,徐汇,3
满五唯一，房东出国忍痛割爱，诚意出售，设计独特居家,徐家汇花园 , 1室2厅 , 85.48平米 ,173人关注 , 共4次带看 , 一年前发布,795,单价93005元/平米,https://sh.lianjia.com/ershoufang/107001564765.html,徐汇,3
白雪公主 2室2厅 565万,白雪公主 , 2室2厅 , 95.32平米 ,67人关注 , 共2次带看 , 一年前发布,565,单价59275元/平米,https://sh.lianjia.com/ershoufang/107000580327.html,闵行,4
银春金典小两房，近地铁，精装修，满五唯一，税少,银春小区 , 2室1厅 , 65.95平米 ,112人关注 , 共1次带看 , 一年前发布,255,单价38666元/平米,https://sh.lianjia.com/ershoufang/107000729495.html,闵行,4
蔷薇五村精装三房，拎包入住，装修全送，诚意出售,蔷薇新村 , 3室1厅 , 90.86平米 ,83人关注 , 共11次带看 , 8个月以前发布,320,单价35220元/平米,https://sh.lianjia.com/ershoufang/107000831423.html,闵行,4
平阳绿家园 2室2厅 540万,平阳绿家园 , 2室2厅 , 92.17平米 ,42人关注 , 共2次带看 , 一年前发布,540,单价58588元/平米,https://sh.lianjia.com/ershoufang/107001042827.html,闵行,4
梧桐城邦二期、南北通两房、 满五唯一、税费免征、,梧桐城邦(二期) , 2室2厅 , 89.72平米 ,110人关注 , 共0次带看 , 10个月以前发布,525,单价58516元/平米,https://sh.lianjia.com/ershoufang/107002140229.html,宝山,4
近地铁、成熟配套，刚需自住不错选择，小区车位充足！,好旺花苑 , 2室1厅 , 65平米 ,38人关注 , 共0次带看 , 6个月以前发布,380,单价58462元/平米,https://sh.lianjia.com/ershoufang/107002266897.html,宝山,4
满五唯一，税少。客厅较大，精装修大两房！,沿海丽水馨庭(公寓) , 2室2厅 , 86.21平米 ,24人关注 , 共1次带看 , 一年前发布,305,单价35379元/平米,https://sh.lianjia.com/ershoufang/107000482355.html,松江,4
满五唯一 精装自住 户型方正 中间楼层 得房率高,茸平苑 , 2室2厅 , 89.75平米 ,24人关注 , 共2次带看 , 11个月以前发布,330,单价36769元/平米,https://sh.lianjia.com/ershoufang/107000712559.html,松江,4
民乐小区150平大410万三房，高.性.价.比,民乐一村 , 3室2厅 , 150.46平米 ,45人关注 , 共0次带看 , 一年前发布,410,单价27250元/平米,https://sh.lianjia.com/ershoufang/107000819167.html,松江,4
民乐四村 送大院子 近地铁 诚意房源,民乐四村 , 2室1厅 , 79平米 ,43人关注 , 共4次带看 , 一年前发布,278,单价35190元/平米,https://sh.lianjia.com/ershoufang/107000826893.html,松江,4
棕榈滩一线海景独栋别墅 满五年房东急卖送200多万装修,棕榈滩别墅 , 4室3厅 , 656.16平米 ,12人关注 , 共1次带看 , 13天以前发布,1500,单价22861元/平米,https://sh.lianjia.com/ershoufang/107100384286.html,奉贤,4
新南家园2010年新房，中间楼层，婚房装修，看房方便,新南家园 , 2室2厅 , 90.17平米 ,14人关注 , 共5次带看 , 13天以前发布,265,单价29389元/平米,https://sh.lianjia.com/ershoufang/107100384312.html,奉贤,4
五楼复式 阁楼中间套精装修 位置好 出行方便 南北通透,新南家园 , 2室2厅 , 89.51平米 ,6人关注 , 共1次带看 , 12天以前发布,300,单价33516元/平米,https://sh.lianjia.com/ershoufang/107100388810.html,奉贤,4
实用2房，房东自己住，无户口，价格可以谈，诚售,鸿宝一村(南区) , 2室1厅 , 56.31平米 ,45人关注 , 共6次带看 , 6个月以前发布,167,单价29658元/平米,https://sh.lianjia.com/ershoufang/107000678339.html,奉贤,4
江海新村 3室1厅 170万,江海新村 , 3室1厅 , 74.73平米 ,83人关注 , 共12次带看 , 一年前发布,170,单价22749元/平米,https://sh.lianjia.com/ershoufang/107000889041.html,奉贤,4
满五没有税费、一梯两户得房率高、采光好、看房方便,金莲坊 , 2室2厅 , 70.3平米 ,59人关注 , 共2次带看 , 6个月以前发布,373,单价53059元/平米,https://sh.lianjia.com/ershoufang/107001956853.html,普陀,4
全南户型，业主诚意出售，2003年小区,嘉富利大厦 , 3室2厅 , 111.58平米 ,60人关注 , 共2次带看 , 一年前发布,739,单价66231元/平米,https://sh.lianjia.com/ershoufang/107001998355.html,普陀,4
全明朝南 满五年唯一，阳光无遮挡,局后小区 , 1室0厅 , 31.5平米 ,52人关注 , 共5次带看 , 一年前发布,305,单价96826元/平米,https://sh.lianjia.com/ershoufang/107001010627.html,黄浦,4
这样的单价哪里找？可对比嘉兴的单价在冲动。,丽泽兰馨苑 , 3室2厅 , 102平米 ,64人关注 , 共9次带看 , 1个月以前发布,175,单价17157元/平米,https://sh.lianjia.com/ershoufang/107100248697.html,浦东,4
日月星城 86㎡ 精装 2房 中区 满5唯一 业主诚售,日月星城 , 2室2厅 , 86.03平米 ,19人关注 , 共13次带看 , 1个月以前发布,360,单价41846元/平米,https://sh.lianjia.com/ershoufang/107100280913.html,浦东,4
蓝朝部落朝南一室户，高区采光高，房龄新，满五唯一,蓝朝部落 , 1室1厅 , 45.25平米 ,38人关注 , 共0次带看 , 11个月以前发布,450,单价99448元/平米,https://sh.lianjia.com/ershoufang/107000377437.html,静安,4
丽致公寓满五唯一风格简约车位采光好，不临街视野开阔,丽致公寓 , 3室2厅 , 137.37平米 ,78人关注 , 共0次带看 , 一年前发布,1400,单价101915元/平米,https://sh.lianjia.com/ershoufang/107001590043.html,静安,4
距离地铁800米（数据来源于百度地图）,静安长华公寓 , 2室2厅 , 145.54平米 ,24人关注 , 共0次带看 , 一年前发布,960,单价65962元/平米,https://sh.lianjia.com/ershoufang/107001798579.html,静安,4
上学方便，大宁电梯三房，视野开阔明亮，满五唯一,延铁家园 , 3室2厅 , 142.06平米 ,37人关注 , 共1次带看 , 6个月以前发布,1150,单价80952元/平米,https://sh.lianjia.com/ershoufang/107002287237.html,闸北,4
二楼南北通透+售后公房满五唯一+近一号线地铁随时看房,上大东村 , 2室1厅 , 54.19平米 ,3人关注 , 共1次带看 , 6个月以前发布,370,单价68279元/平米,https://sh.lianjia.com/ershoufang/107002293895.html,闸北,4
精装1房，近7号线，家具家电全配，可拎包入住，钥匙房,永和二村 , 2室1厅 , 50平米 ,52人关注 , 共2次带看 , 6个月以前发布,260,单价52000元/平米,https://sh.lianjia.com/ershoufang/107002302379.html,闸北,4
满五唯一+采光好+繁华地段+位置佳,韵都城 , 3室2厅 , 108.53平米 ,23人关注 , 共2次带看 , 9个月以前发布,820,单价75556元/平米,https://sh.lianjia.com/ershoufang/107002177635.html,杨浦,4
珠江香樟南园 3室2厅 980万,珠江香樟南园 , 3室2厅 , 123平米 ,21人关注 , 共3次带看 , 9个月以前发布,980,单价79675元/平米,https://sh.lianjia.com/ershoufang/107002180611.html,杨浦,4
市光四村双楠两房 近地铁8号线市光路站，房东诚心出售,市光四村 , 2室1厅 , 62.68平米 ,131人关注 , 共1次带看 , 9个月以前发布,335,单价53447元/平米,https://sh.lianjia.com/ershoufang/107002186031.html,杨浦,4
三湘世纪花城+复式结构+人车分流+品质小区,三湘世纪花城 , 3室2厅 , 119.47平米 ,93人关注 , 共0次带看 , 9个月以前发布,820,单价68637元/平米,https://sh.lianjia.com/ershoufang/107002186495.html,杨浦,4
森林公馆 2室2厅 420万,森林公馆 , 2室2厅 , 88平米 ,31人关注 , 共4次带看 , 9个月以前发布,420,单价47728元/平米,https://sh.lianjia.com/ershoufang/107002186015.html,嘉定,4
房子满五年，精致大三房，精装修，家庭名下唯一住房,迎春公寓 , 3室2厅 , 119.36平米 ,9人关注 , 共1次带看 , 8个月以前发布,310,单价25972元/平米,https://sh.lianjia.com/ershoufang/107002191897.html,嘉定,4
业主诚意出售 出行方便 配套齐全 户型方正,桃园新村(嘉定) , 1室1厅 , 39.77平米 ,101人关注 , 共2次带看 , 7个月以前发布,130,单价32688元/平米,https://sh.lianjia.com/ershoufang/107002254441.html,嘉定,4
安亭新镇风苑 2室2厅 300万,安亭新镇风苑 , 2室2厅 , 101.01平米 ,36人关注 , 共1次带看 , 5个月以前发布,300,单价29701元/平米,https://sh.lianjia.com/ershoufang/107002327901.html,嘉定,4
"动迁房，楼层好,税费少。..........................",绿园五村 , 1室1厅 , 49.85平米 ,50人关注 , 共1次带看 , 9个月以前发布,260,单价52157元/平米,https://sh.lianjia.com/ershoufang/107002145007.html,长宁,4
中山公园板块 电梯2房 南北户型 业主诚意出售,家电大楼 , 2室1厅 , 82.5平米 ,17人关注 , 共3次带看 , 8个月以前发布,600,单价72728元/平米,https://sh.lianjia.com/ershoufang/107002190015.html,长宁,4
房东急售，两南一北精装修三房，看房方便，价格可谈,安东小区 , 3室1厅 , 67.18平米 ,40人关注 , 共1次带看 , 8个月以前发布,490,单价72939元/平米,https://sh.lianjia.com/ershoufang/107002195489.html,长宁,4
长顺路50弄，交通方便，生活配套设施齐全,长顺路50弄 , 1室1厅 , 45平米 ,9人关注 , 共2次带看 , 8个月以前发布,285,单价63334元/平米,https://sh.lianjia.com/ershoufang/107002214807.html,长宁,4
业主诚意出售，手续齐全，看房提前一天预约,新泾七村 , 2室1厅 , 43.84平米 ,39人关注 , 共2次带看 , 8个月以前发布,275,单价62729元/平米,https://sh.lianjia.com/ershoufang/107002216133.html,长宁,4
房龄新，小区坏境超 棒 前后无任何遮挡，采光通风好,绿地启航城 , 3室2厅 , 95.48平米 ,19人关注 , 共0次带看 , 一年前发布,250,单价26184元/平米,https://sh.lianjia.com/ershoufang/107001999593.html,青浦,4
交通便利，距离地铁站步行就可以到达,金水湾(公寓) , 2室2厅 , 95.37平米 ,17人关注 , 共0次带看 , 一年前发布,379,单价39740元/平米,https://sh.lianjia.com/ershoufang/107002024789.html,青浦,4
海天苑 3室1厅 225万,海天苑 , 3室1厅 , 65.5平米 ,27人关注 , 共0次带看 , 一年前发布,225,单价34352元/平米,https://sh.lianjia.com/ershoufang/107002035733.html,青浦,4
此房满五年唯一、免征个人所得税、小区采用山林式设计,上海捷克住宅小区(公寓) , 2室2厅 , 98.11平米 ,13人关注 , 共0次带看 , 10个月以前发布,400,单价40771元/平米,https://sh.lianjia.com/ershoufang/107002108249.html,青浦,4
精装3房，采光好，房东诚心出售，,阁游路777弄 , 3室1厅 , 89平米 ,1人关注 , 共0次带看 , 10个月以前发布,345,单价38765元/平米,https://sh.lianjia.com/ershoufang/107002109025.html,青浦,4
11号地铁 精装修两房 拎包入住 楼层好 南北通透 诚意,绿地时代嘉苑 , 2室2厅 , 82.19平米 ,17人关注 , 共0次带看 , 10个月以前发布,240,单价29201元/平米,https://sh.lianjia.com/ershoufang/107002131585.html,青浦,4
樱花大道旁，户型正气三房，满五公房税少，看房方便。,花苑村梅花园 , 3室1厅 , 73.94平米 ,31人关注 , 共3次带看 , 7个月以前发布,497,单价67217元/平米,https://sh.lianjia.com/ershoufang/107001637229.html,徐汇,4
近5号线地铁，交通方便，近有碧江广场，出行购物方便,红旗五村 , 1室1厅 , 42平米 ,253人关注 , 共1次带看 , 一年前发布,148,单价35239元/平米,https://sh.lianjia.com/ershoufang/107001084407.html,闵行,4
新梅花苑+小户型+近地铁+有商场+成熟板块+一号外环路,新梅花苑 , 1室1厅 , 46.55平米 ,39人关注 , 共3次带看 , 7个月以前发布,225,单价48336元/平米,https://sh.lianjia.com/ershoufang/107001118735.html,闵行,4
降价房源，近地铁，已经看好房子着急出售，,罗阳七村 , 1室1厅 , 37.1平米 ,93人关注 , 共6次带看 , 9个月以前发布,197,单价53100元/平米,https://sh.lianjia.com/ershoufang/107001254937.html,闵行,4
经纬二期，景观位置，南北通透，满五年，精装如图,经纬学府涵青花园(二期) , 3室2厅 , 116.24平米 ,29人关注 , 共6次带看 , 6个月以前发布,585,单价50327元/平米,https://sh.lianjia.com/ershoufang/107002285579.html,宝山,4
租给租客也不影响看房的超大两房,康桥水都(公寓) , 2室2厅 , 112平米 ,12人关注 , 共6次带看 , 2个月以前发布,405,单价36161元/平米,https://sh.lianjia.com/ershoufang/107100152989.html,宝山,4
大华二村 3室1厅 480万,大华二村 , 3室1厅 , 90.66平米 ,39人关注 , 共6次带看 , 2个月以前发布,480,单价52946元/平米,https://sh.lianjia.com/ershoufang/107100238783.html,宝山,4
万科一期 一层带花园南北二房  满五年唯一,万科四季花城 , 2室2厅 , 93.99平米 ,4人关注 , 共0次带看 , 30天以前发布,380,单价40430元/平米,https://sh.lianjia.com/ershoufang/107100333455.html,宝山,4
天虹四村 3室1厅 265万,天虹四村 , 3室1厅 , 80.7平米 ,76人关注 , 共1次带看 , 10个月以前发布,265,单价32838元/平米,https://sh.lianjia.com/ershoufang/107000873235.html,松江,4
凤凰小区 2室1厅 230万,凤凰小区 , 2室1厅 , 72.43平米 ,73人关注 , 共1次带看 , 一年前发布,230,单价31755元/平米,https://sh.lianjia.com/ershoufang/107000939737.html,松江,4
精装两房，看房方便，户型正气 ，房东诚意出售,英伦风尚(公寓) , 2室2厅 , 83.37平米 ,24人关注 , 共2次带看 , 一年前发布,390,单价46780元/平米,https://sh.lianjia.com/ershoufang/107001073665.html,松江,4
两楼楼层好，小区中间位置，正两房，满五唯一，税费少,海德名园(公寓) , 2室2厅 , 98.35平米 ,15人关注 , 共1次带看 , 9个月以前发布,380,单价38638元/平米,https://sh.lianjia.com/ershoufang/107001291583.html,松江,4
满五年唯一顶楼复式；楼精装修 四房间；三个储藏间,金港花园(公寓) , 3室2厅 , 127.45平米 ,114人关注 , 共2次带看 , 10个月以前发布,440,单价34524元/平米,https://sh.lianjia.com/ershoufang/107001306225.html,松江,4
精装全明 采光好 满五唯一税费少 上师大 随时看房,天虹一村 , 2室2厅 , 82.96平米 ,59人关注 , 共2次带看 , 一年前发布,245,单价29533元/平米,https://sh.lianjia.com/ershoufang/107001333051.html,松江,4
唐城街25弄 3室2厅 127万,唐城街25弄 , 3室2厅 , 95.06平米 ,658人关注 , 共7次带看 , 一年前发布,127,单价13360元/平米,https://sh.lianjia.com/ershoufang/107001003901.html,奉贤,4
优质房源 诚心出售 看房有钥匙 随时看房,江海二村(奉贤) , 3室1厅 , 84平米 ,32人关注 , 共4次带看 , 9个月以前发布,162,单价19286元/平米,https://sh.lianjia.com/ershoufang/107002167187.html,奉贤,4
3室2卫、顶楼送阁楼、精装南北通、单价3.1W、钥匙委托,绿地南桥新苑 , 3室2厅 , 119.7平米 ,33人关注 , 共3次带看 , 8个月以前发布,380,单价31747元/平米,https://sh.lianjia.com/ershoufang/107002204199.html,奉贤,4
育秀八区 2楼半楼层  满五年省税  业主诚心出售,育秀八区 , 3室1厅 , 93.3平米 ,2人关注 , 共18次带看 , 26天以前发布,240,单价25724元/平米,https://sh.lianjia.com/ershoufang/107100345733.html,奉贤,4
外销房（对口江宁大三房，满五年紧.邻地铁，拒绝虚假,玉佛城 , 3室2厅 , 139.03平米 ,21人关注 , 共2次带看 , 一年前发布,900,单价64735元/平米,https://sh.lianjia.com/ershoufang/107002034415.html,普陀,4
双南全明户型，采光好，通风好，居家精装修，满五唯一,石泉小区 , 2室0厅 , 48.83平米 ,41人关注 , 共1次带看 , 一年前发布,298,单价61029元/平米,https://sh.lianjia.com/ershoufang/107002043433.html,普陀,4
一梯两户，奇缺户型，奇缺楼层，近期必卖，模范小区,曹杨五村(杏梅园) , 2室1厅 , 47.22平米 ,30人关注 , 共1次带看 , 一年前发布,282,单价59721元/平米,https://sh.lianjia.com/ershoufang/107002060123.html,普陀,4
板式南北通两房 景观楼层 精装修自己住 位置好 楼层好,阳光威尼斯(三期) , 2室2厅 , 96.56平米 ,111人关注 , 共45次带看 , 10个月以前发布,508,单价52610元/平米,https://sh.lianjia.com/ershoufang/107002135199.html,普陀,4
桃浦四村，满五唯一，采光好，近地铁站，诚意出售,桃浦四村易居紫荆苑 , 2室1厅 , 54.19平米 ,58人关注 , 共2次带看 , 9个月以前发布,230,单价42444元/平米,https://sh.lianjia.com/ershoufang/107002168363.html,普陀,4
福鑫大楼高区两房+满五年+全明户型+随时可看,福鑫大楼 , 2室2厅 , 107.38平米 ,3人关注 , 共1次带看 , 一年前发布,930,单价86609元/平米,https://sh.lianjia.com/ershoufang/107001103573.html,黄浦,4
永惠大厦，地铁8/10号线，中高区，彩光充足，满五唯一,永惠大厦 , 2室1厅 , 103.57平米 ,12人关注 , 共1次带看 , 11个月以前发布,860,单价83036元/平米,https://sh.lianjia.com/ershoufang/107001128083.html,黄浦,4
黄  金楼层  满五唯一   看中价格可谈,桥一小区 , 2室0厅 , 46.5平米 ,47人关注 , 共1次带看 , 一年前发布,365,单价78495元/平米,https://sh.lianjia.com/ershoufang/107001373161.html,黄浦,4
城申公寓 2室1厅 780万,城申公寓 , 2室1厅 , 103.01平米 ,25人关注 , 共0次带看 , 一年前发布,780,单价75721元/平米,https://sh.lianjia.com/ershoufang/107001399605.html,黄浦,4
南车站路192弄   南北两房  房型正气   一梯两户,南车站路192弄 , 2室1厅 , 51.72平米 ,26人关注 , 共0次带看 , 一年前发布,430,单价83140元/平米,https://sh.lianjia.com/ershoufang/107001676407.html,黄浦,4
陆家嘴花园(一期) 3室2厅 1350万,陆家嘴花园(一期) , 3室2厅 , 130.89平米 ,21人关注 , 共16次带看 , 1个月以前发布,1350,单价103141元/平米,https://sh.lianjia.com/ershoufang/107100293390.html,浦东,5
业主专属经纪人+小区中间位置+南北通+有车位满五年,中凯城市之光(静安) , 4室2厅 , 232.29平米 ,50人关注 , 共0次带看 , 9个月以前发布,2980,单价128288元/平米,https://sh.lianjia.com/ershoufang/107002150359.html,静安,4
静安豪景精致朝南户型+采光充足+满五年税低+移民急售,静安豪景苑 , 2室2厅 , 113.75平米 ,25人关注 , 共36次带看 , 7个月以前发布,1420,单价124836元/平米,https://sh.lianjia.com/ershoufang/107002236797.html,静安,4
小区中间中间楼层南北通两房 满五年唯一,新福康里(公寓) , 2室1厅 , 75.03平米 ,23人关注 , 共7次带看 , 1个月以前发布,780,单价103959元/平米,https://sh.lianjia.com/ershoufang/107100256566.html,静安,4
金家巷小区 双南全明 自住装修 满五唯一售后公房,金家巷小区 , 2室1厅 , 59.32平米 ,10人关注 , 共7次带看 , 1个月以前发布,560,单价94404元/平米,https://sh.lianjia.com/ershoufang/107100307670.html,静安,4
近地铁 一房一厅 满五唯一少税 中间楼层 全明户型,康平小区 , 1室1厅 , 44.4平米 ,9人关注 , 共16次带看 , 3个月以前发布,213,单价47973元/平米,https://sh.lianjia.com/ershoufang/107100067518.html,闸北,4
业主移民急售 内环内小户型 近地铁 层高3.5米,长城苑 , 1室2厅 , 78.41平米 ,49人关注 , 共2次带看 , 3个月以前发布,468,单价59687元/平米,https://sh.lianjia.com/ershoufang/107100133064.html,闸北,4
99年商品房，一梯两户，近地铁3号线和18号线,建设公寓 , 2室1厅 , 78.66平米 ,34人关注 , 共1次带看 , 8个月以前发布,465,单价59116元/平米,https://sh.lianjia.com/ershoufang/107002188743.html,杨浦,4
次顶楼、蝴蝶户型、全明通透、一梯两户、可做四房,宏翔公寓 , 3室2厅 , 135平米 ,136人关注 , 共1次带看 , 8个月以前发布,670,单价49630元/平米,https://sh.lianjia.com/ershoufang/107002189667.html,杨浦,4
在寂静中品味，在喧闹中生活，此房深情并茂！看房找我,众和新苑 , 2室2厅 , 105.01平米 ,33人关注 , 共2次带看 , 7个月以前发布,750,单价71422元/平米,https://sh.lianjia.com/ershoufang/107002229449.html,杨浦,4
满五年，南北通户型，看房随时，产权清晰,南苑三村 , 2室2厅 , 88.09平米 ,22人关注 , 共4次带看 , 2个月以前发布,235,单价26678元/平米,https://sh.lianjia.com/ershoufang/107100220937.html,嘉定,4
景观楼层  靠河位置  视野很好 楼间距大  看房方便！,澜茵华庭 , 1室1厅 , 57.99平米 ,37人关注 , 共10次带看 , 1个月以前发布,250,单价43111元/平米,https://sh.lianjia.com/ershoufang/107100299113.html,嘉定,4
满五唯一 11号线地铁口 好世皇马苑 南北通精装 两房,好世皇马苑 , 2室2厅 , 84.96平米 ,21人关注 , 共12次带看 , 1个月以前发布,350,单价41196元/平米,https://sh.lianjia.com/ershoufang/107100306137.html,嘉定,4
满五唯一  边套  离安亭地铁站近,西上海名邸 , 2室2厅 , 90.57平米 ,10人关注 , 共4次带看 , 26天以前发布,295,单价32572元/平米,https://sh.lianjia.com/ershoufang/107100347056.html,嘉定,4
低楼层，房东诚意出售，看房方便，,芙二小区 , 3室1厅 , 65.18平米 ,32人关注 , 共1次带看 , 8个月以前发布,419,单价64284元/平米,https://sh.lianjia.com/ershoufang/107002223765.html,长宁,4
售后公房，满5年唯一+免征增值税和个人所得税,威宁小区 , 2室1厅 , 58.8平米 ,50人关注 , 共1次带看 , 7个月以前发布,425,单价72279元/平米,https://sh.lianjia.com/ershoufang/107002231697.html,长宁,4
南北通两房 小区位置好  楼层好 近地铁,华松小区 , 2室1厅 , 67.96平米 ,5人关注 , 共3次带看 , 6个月以前发布,350,单价51501元/平米,https://sh.lianjia.com/ershoufang/107002275777.html,长宁,4
07年小区+石材外立面+满五唯一,圣美邸 , 2室2厅 , 122.64平米 ,27人关注 , 共2次带看 , 6个月以前发布,1100,单价89694元/平米,https://sh.lianjia.com/ershoufang/107002286609.html,长宁,4
新上 大3房 内环内外销房，送产权车位看房随时钥匙房,虹桥中山广场 , 3室2厅 , 150.14平米 ,17人关注 , 共4次带看 , 2个月以前发布,996,单价66339元/平米,https://sh.lianjia.com/ershoufang/107100221770.html,长宁,4
《《低价急售 》》 采光好 价格看中还可以谈 看房方便,华松小区 , 2室1厅 , 81.65平米 ,125人关注 , 共1次带看 , 一年前发布,418,单价51195元/平米,https://sh.lianjia.com/ershoufang/107000024391.html,长宁,4
满五年唯一，税费少，有花园，有露台，,东方庭院(别墅) , 3室2厅 , 288平米 ,11人关注 , 共0次带看 , 9个月以前发布,895,单价31077元/平米,https://sh.lianjia.com/ershoufang/107002169905.html,青浦,4
运杰城市花园品质小区，景观房视野好，装修很好。,运杰城市花园 , 2室2厅 , 123平米 ,2人关注 , 共0次带看 , 9个月以前发布,415,单价33740元/平米,https://sh.lianjia.com/ershoufang/107002174737.html,青浦,4
房东诚意出售，总价低，装修保养的好。,城北新村 , 2室0厅 , 58.23平米 ,28人关注 , 共0次带看 , 9个月以前发布,174,单价29882元/平米,https://sh.lianjia.com/ershoufang/107002179221.html,青浦,4
桂花园精装三房，小区少有装修这么好的房子在卖。,桂花园(青浦) , 3室2厅 , 112.97平米 ,7人关注 , 共0次带看 , 8个月以前发布,345,单价30540元/平米,https://sh.lianjia.com/ershoufang/107002223045.html,青浦,4
花园小区、全南大两房、位置安静，中高区，满五年唯一,百乐公寓 , 2室2厅 , 125.99平米 ,17人关注 , 共2次带看 , 一年前发布,950,单价75403元/平米,https://sh.lianjia.com/ershoufang/107001858707.html,徐汇,4
一房的价格买两房！！！欲购从速，抢到就是赚到。,长桥三村 , 2室1厅 , 51.37平米 ,130人关注 , 共5次带看 , 一年前发布,250,单价48667元/平米,https://sh.lianjia.com/ershoufang/107001879649.html,徐汇,4
虹梅南路96弄，3楼边套全明户型，地铁，锦江乐园,虹梅南路96弄 , 1室1厅 , 49.48平米 ,104人关注 , 共4次带看 , 一年前发布,270,单价54568元/平米,https://sh.lianjia.com/ershoufang/107001979061.html,徐汇,4
房东置换急售，看房方便，价格可谈,花苑村丁香园 , 1室1厅 , 45平米 ,9人关注 , 共1次带看 , 一年前发布,295,单价65556元/平米,https://sh.lianjia.com/ershoufang/107002002047.html,徐汇,4
实地勘察，双南，售后公房，满五唯一,光华园 , 2室1厅 , 66.25平米 ,19人关注 , 共1次带看 , 一年前发布,580,单价87548元/平米,https://sh.lianjia.com/ershoufang/107002021411.html,徐汇,4
徐汇嘉馨公寓电梯一房 房龄新 交通便利 诚意出售,徐汇嘉馨公寓 , 1室2厅 , 75.66平米 ,94人关注 , 共1次带看 , 一年前发布,719,单价95031元/平米,https://sh.lianjia.com/ershoufang/107002038827.html,徐汇,4
满五唯一，楼层好视野宽阔，看房方便,众众德尚世嘉 , 2室1厅 , 81.41平米 ,62人关注 , 共4次带看 , 一年前发布,420,单价51591元/平米,https://sh.lianjia.com/ershoufang/107001290707.html,闵行,4
新华小区 +房东诚心出售+到价就卖,龙吴路5599弄 , 2室1厅 , 81.28平米 ,191人关注 , 共2次带看 , 一年前发布,265,单价32604元/平米,https://sh.lianjia.com/ershoufang/107001310219.html,闵行,4
业主诚意出售 位置好中间楼层价格可谈 万达旁,剑桥馨苑 , 3室2厅 , 98.09平米 ,76人关注 , 共3次带看 , 一年前发布,530,单价54033元/平米,https://sh.lianjia.com/ershoufang/107001328571.html,闵行,4
银河新都 2室1厅 328万,银河新都 , 2室1厅 , 67.57平米 ,32人关注 , 共1次带看 , 一年前发布,328,单价48543元/平米,https://sh.lianjia.com/ershoufang/107001347391.html,闵行,4
龙柏二村 沿街仅此一套在售房源 业主诚心出售 钥匙房,龙柏二村 , 2室1厅 , 59.43平米 ,37人关注 , 共2次带看 , 6个月以前发布,299,单价50312元/平米,https://sh.lianjia.com/ershoufang/107001417689.html,闵行,4
